,tweet,tag,tag_idx
1019,"my god, the heavyweight division in the UFC is awful, LOL! #UFCVegas42",Darby,1
1020,herb dean at it again 🤣 #UFCVegas42,Darby,1
1022,Correct timing but another silly ass stoppage from hesitant Herbert Dean.  Make a decisive call man.  Get in there.  #UFCVegas42,Darby,1
1023,People like Herb Dean are why we get hung juries. #UFCVegas42,Darby,1
1025,Herb Dean was gonna let it go 😂 and then said nevermind I stopped it 😂 He’s incredible hahah #UFCVegas42,Darby,1
1027,"Wow, just wow!!! How good was that, incredible!! I did not see that coming!! 😳💯🔥👊🏼 #UFCVegas42 @ufc",Darby,1
1028,Herb like: just kill him 🤷🏻‍♀️ #UFCVegas42,Darby,1
1029,Lima is a monster 🔥🔥 @ufc #UFCVegas42,Darby,1
1030,Good thing he stopped it because he was on roller skates even though you recovered with the takedown and seemed like #UFCVegas42,Darby,1
1031,Wowww!Calf kick to some Powerful shots! #UFCVegas42,Darby,1
1032,I thought Herb Dean was going to let that go on for a second. I was sitting here like 😰😰😰 #UFCVegas42,Darby,1
1033,When is Herb Dean gonna learn he either has to stop the fight or not touch the fighters #UFCVegas42,Darby,1
1034,"De Lima was solid, cleaned Rothwell out in 40 seconds. #UFCVegas42",Darby,1
1035,Rare when you see a fighter call the fight for the ref lol #UFCVegas42,Darby,1
1036,Herb Dean is off his game today #UFCVegas42,Darby,1
1037,"Good stoppage, but if you’re going to stop the fight, stop the fight. Simple. #UFCVegas42",Darby,1
1038,Weird stoppage #UFCVegas42,Darby,1
1039,THOSE HEAVYWEIGHTS WENT FUCKING CRAZY #UFCVEGAS42,Darby,1
1040,OMG LIMA!!!!! ROTHWELL WAS GONE EARLY DOORS #UFCVegas42,Darby,1
1041,Jesus Christ that was insane #UFCVegas42,Darby,1
1042,"weird events surrounding the stoppage. Good stoppage, bad execution  #UFCVegas42",Darby,1
1043,DeLima just slinging that leather till there was no other choice for Herb but to stop the violence #UFCVegas42,Darby,1
1044,"#UFCVegas42 Herb Dean botched that stoppage a little, but it worked out 😆",Darby,1
1045,Are you fucking kiddind me? Rogerio De Lima just caught a body! #UFCVegas42,Darby,1
1046,"Well that was awkward, Herb Dean #UFCVegas42",Darby,1
1047,Herb stoned out his head tonight as usual #UFCVegas42,Darby,1
1048,Herb Dean is such. a. shit. ref. #UFCVegas42,Darby,1
1049,Holyyyy shitttt!!! Heavyweights being heavyweights!!! #UFCVegas42,Darby,1
1050,Herb Dean with the 50% stoppage.. smh #UFCVegas42,Darby,1
1051,Oh my god that was violent #UFCVegas42,Darby,1
1052,"Thank you Spencer, a correct pick!  It seems a very long time ago I had a correct pick on #UFCVegas42  https://t.co/DOfaH9Iirw",Darby,1
1054,"What just fucking happened there? Herb Dean needs to be more decisive. If he touches a fighter, that fighter has to stop. #UFCVegas42",Darby,1
1055,Peak heavyweight MMA!  #UFCVegas42,Darby,1
1056,Time for tubby tumbles! #UFCVegas42,Darby,1
1057,"WOW! Marcos Rogerio de Lima comes out swinging for the fences, rocks Ben repeatedly, and Herb Dean steps in after Rothwell refuses to go down #UFCVegas42",Darby,1
1058,OMG!!! Whata fitgh!#UFCVegas42,Darby,1
1059,heavyweight 👊🏻👊🏻🥳😵‍💫 #UFCVegas42,Darby,1
1060,Holy shit 🤯 de Lima 👀👀 #UFCVegas42,Darby,1
1061,herb is dogshit #UFCVegas42,Darby,1
1062,Herb Dean is terrible #UFCVegas42,Darby,1
1063,What are these stoppages? #UFCVegas42,Darby,1
1064,Marcos Rogerio de Lima barraged Ben Rothwell!!!   Herb Dean with the messy stoppage! #UFCVegas42,Darby,1
1065,HERB…  #UFCVegas42  https://t.co/uOlzFHy0Ig,Darby,1
1067,What was Herb Dean doing?? #UFCVegas42,Darby,1
1068,Oh my goodness De Lima… that was a statement #UFCVegas42,Darby,1
1069,Lmao what is Herb Dean doing today?? 🤣 #UFCVegas42,Darby,1
1070,This card has been fire 💣💣💣💣💣💣💣💣💣💣💣💣💣💥💥💥💥💥💥💥💥💥💥💥💥💥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿🍿  #UFCVegas42 #ESPNPlus 🤩,Darby,1
1071,Oh boy…herb had a weird ass stoppage there #UFCVegas42,Darby,1
1073,"Nice job, Herb Dean. #UFCVegas42",Darby,1
1075,Ehhhh little early on that one Herb #UFCVegas42,Darby,1
1076,🔥🔥🔥🔥 de lima with the bombs #UFCVegas42,Darby,1
1077,Well that was quick #UFCVegas42,Darby,1
1079,Damn. That was quick 😳 #UFCVegas42,Darby,1
1081,"okay, we gonna discuss how Herb Dean is hella indecisive? #UFCVegas42",Darby,1
1082,that has to be it for Herb Dean. how do you explain this stoppage #UFCVegas42,Darby,1
1085,Herb dean you’ve done it again #ufcvegas42,Darby,1
1086,Fucking hell Herb what are you doing you useless dickhead!? #UFCVegas42,Darby,1
1087,#UFCVegas42 these heavy weights ridiculous - gane has redifined the division... justbridiculous heavies!!! no athletiscism #endoffatsoera,Darby,1
1088,wow herb retire you prat... #UFCVegas42,Darby,1
1089,Herb Dean fucking sucks. Fucking idiot. Can't commit to stopping a fight. #UFCVegas42,Darby,1
1090,"Good stoppage. Rothwell is done, no need to take MASSIVE damage. Great stoppage #UFCVegas42",Darby,1
1091,That didn’t take long. First round TKO win for de Lima. #UFCVegas42,Darby,1
1092,Big Ben got punished big shots💥 #UFCVegas42,Darby,1
1093,Bruh Herb really never knows what he is doing anymore man is senile #UFCVegas42,Darby,1
1094,I tried #UFCVegas42,Darby,1
1095,Herb Dean sucks #UFCVegas42,Darby,1
1096,@danhardymma Even less! 😂 #UFCVegas42,Darby,1
1097,Herb!! 🙃🤣 #UFCVegas42  https://t.co/b9FiWHmiuv,Darby,1
1098,Ben wobbled like 3 times into the stoppage. Damn. #UFCVegas42,Darby,1
1099,Herb Dean wtf dude!!! Make a decision. 😡 #UFCVegas42,Darby,1
1100,Not mad at that stoppage at all. #UFCVegas42,Darby,1
1101,Get in the fucking bin #UFCVegas42,Darby,1
1102,What the hell just happened? #UFCVegas42,Darby,1
1103,Herb almost botched that smh #UFCVegas42,Darby,1
1104,Jab from Rothwell. De Lima lands a couple hard low kicks to open the fight. Another Low kick from de Lima and huge hooks. Rothwell hurt bad and he goes down. Dean waves it off kinda sorta and then actually calls it. De Lima with the TKO. #UFCVegas42,Darby,1
1106,Bad Stoppage #UFCVegas42,Darby,1
1107,It's not her fault she's the only other one in the division. #UFCVegas42  https://t.co/gZ7yLnUKZX,Darby,1
1108,Good lord Ben Rothwell almost lost his head. #UFCVegas42,Darby,1
1109,Impressive performance ruined by a dumb indecisive fucking ref #UFCVegas42,Darby,1
1110,Rothwell just got bulldozed! WOW! #UFCVegas42,Darby,1
1112,Jesus Herb can you please do your job better?? #UFCVegas42,Darby,1
1113,HEAVYWEIGHT SLUGGERS BABY #UFCVegas42,Darby,1
1114,Holy fuck! #UFCVegas42,Darby,1
1115,Well that was quick #UFCVegas42,Darby,1
1116,OH MY GOD WHAT A KO #UFCVegas42,Darby,1
1117,"Wow! Marcos Rogerio de Lima gets the first-round TKO over Ben Rothwell. Strange stoppage, but the correct stoppage. #UFCVegas42",Darby,1
1118,Herb… #UFCVEGAS42  https://t.co/vHQbhuHTIY,Darby,1
1119,This is the night of violence and I love every second of it #UFCVegas42,Darby,1
1121,Herb get a grip man and stick with your choice #UFCVegas42,Darby,1
1123,These are the cards you don’t sleep on #UFCVegas42,Darby,1
1124,"That was a crazy knockout by De Lima but a really weird stoppage by Herb Dean. Looked like he stopped it, then didn't stop it, then stopped it again. #UFCVegas42",Darby,1
1125,What just happened 😅 #UFCVegas42,Darby,1
1126,That was an awkward stoppage. #UFCVegas42 #MMATwitter,Darby,1
1127,My god that was violent #UFCVegas42,Darby,1
1128,whats with these weird stoppages Herb does lately? He kinda gently hugs a dude and then backs off and noone knows what the fuck is happening #UFCVegas42,Darby,1
1130,Hardy will love that. #UFCVegas42,Darby,1
1131,Do we need any more examples of why Herb Dean needs to stop reffing fights? #UFCVegas42,Darby,1
1133,😱😱😱 holy shit the power in those shots #UFCVegas42,Darby,1
1134,That’s a good stoppage #ufcvegas42,Darby,1
1135,"Fire Herb Dean, its like he hasnt been doing this for decades smh #UFCVegas42 #MMATwitter",Darby,1
1136,"Herb Dean is a mess 😂 If you are gonna call it, CALL IT #UFCVegas42",Darby,1
1137,"Herb messed that up, stopped it then tried to let it carry on and them realised he had already stopped it #UFCVegas42",Darby,1
1139,Herb Dean needs to retire #UFCVegas42,Darby,1
1140,That was fast. 😳 #UFCVegas42,Darby,1
1142,Herb Dean is sooooo bad. Every fucking week. #UFCVegas42,Darby,1
1143,"After 10 Fights: Favorites: 5-5 (using closing lines) Red Corner: 4-6 9 Finishes: 8 T(KO)s, 1 Submission 1 Decision: 1 Unanimous Decision #UFCVegas42",Darby,1
1144,#UFCVegas42 Ben Got Lit Up!!!,Darby,1
1145,Rothwell getting rocked and it’s over before it even started #UFCVegas42,Darby,1
1146,Early Stoppage Counter: 4? #UFCVegas42,Darby,1
1147,herb dean hesitating once again #UFCVegas42,Darby,1
1148,Herb Dean with another high level MMA stoppage...#UFCVegas42,Darby,1
1149,Wtf is herb doing? Stoppage or was he getting into the brawl.  #UFCVegas42,Darby,1
1150,Lmfao that was the most Herb Dean that Herb Dean has ever been #UFCVegas42,Darby,1
1151,WOW WHAT OH?!!!!!! DE LIMA!!!!! WOOOOOW!!!!!!!! #UFCVegas42,Darby,1
1152,Man I wish Herb Dean was better at his job. #UFCVegas42,Darby,1
1153,Another herb dean fuck up stoppage #UFCVegas42,Darby,1
1155,Ben Rothwell gotta get cut after that guy is 40 #UFCVegas42,Darby,1
1156,"Fun fact, Ben Rothwell's wife(?) told him off a few years back for not taking his sunglasses off for a photo with me in Dublin! #UFCVegas42",Darby,1
1157,Omg that was quick #UFCVegas42,Darby,1
1158,What the hell you doing Herb?! #UFCVegas42,Darby,1
1159,😳 and done… #UFCVegas42,Darby,1
1161,Oh Herb #UFCVegas42,Darby,1
1162,Herb Dean lacking bro #UFCVegas42,Darby,1
1164,Wow Big Ben is down!! #UFCVegas42,Darby,1
1165,Holy shit #UFCVegas42,Darby,1
1166,why the fuck herb dean hitting the stanky leg mid fight #UFCVegas42,Darby,1
1167,"Idk about the timing of that stoppage, but that was justified in terms of damage #UFCVegas42",Darby,1
1168,HERB DEAN WHAT THE FUCK #UFCVegas42,Darby,1
1169,de Lima just PUNISHES Ben Rothwell with shots. Fight is over. Wow! #UFCVegas42,Darby,1
1170,Classic Herb Dean 😂 #UFCVegas42,Darby,1
1171,That's it. Take your time Herb #UFCVegas42,Darby,1
1172,Lmaooo wtf did I just watch 🤣🤣 #UFCVegas42,Darby,1
1174,HOLY SHIT!!! He got Rothwell the fuck outta there quick as fuck. #UFCVegas42,Darby,1
1176,WHY IS HERB SOOOO BAD AT STOPPING FIGHTS!!! #UFCVegas42,Darby,1
1177,Herb Dean what are you doing ? Lmao #UFCVegas42,Darby,1
1178,Welp. I was wrong lol #UFCVegas42,Darby,1
1179,Herb Dean was about to let that go. #UFCVegas42,Darby,1
1181,THIS CARD'S A PPV SHOW MY GOD  #UFCVegas42,Darby,1
1182,Herb Dean is wack af #UFCVegas42,Darby,1
1183,ROTHWELL OMG!! #UFCVegas42,Darby,1
1185,Herb at it again! #UFCVegas42,Darby,1
1186,Bro is Herb okay? He can’t make a decision tonight #UFCVegas42,Darby,1
1188,What is wrong with Herb Dean #UFCVegas42,Darby,1
1190,Big Ben got ROCKED 🤯 #UFCVegas42,Darby,1
1191,Herb dean proving even more hes a shit ref #UFCVegas42,Darby,1
1192,Herb Dean's a fucking tool #UFCVegas42,Darby,1
1194,Wtf just happened 😂😂😂 #UFCVegas42,Darby,1
1195,This is Rogerio de Lima's 2nd co-main event spot with the other being against Stefan Struve in 2019. Which was cuz of Struve and the fact it was in Europe. #UFCVegas42,Darby,1
1197,Wow THAT was awkward #UFCVegas42,Darby,1
1199,DE LIMA SHUTS ROTHWELLS LIGHTS OUT QUICK STYLE!!!!  #UFCVegas42 #MMA #MMATwitter #UFC,Darby,1
1200,Herb dean 😭😭😭 #UFCVegas42,Darby,1
1201,Oh Herb come on #UFCVegas42,Darby,1
1203,Dam!!! What a rd 1 #UFCVegas42,Darby,1
1204,"What the fuck, herb. You big bumbling idiot #UFCVegas42",Darby,1
1205,Herb dean 🤦🏾‍♂️ #UFCVegas42,Darby,1
1206,OG Rothwell got wrecked fast #ufcVegas42,Darby,1
1207,De lima ends it. Wow it's over quick. #UFCVegas42,Darby,1
1208,What the fuck was that #UFCVegas42,Darby,1
1209,Herb Dean stopped it then didn’t then stopped it again 😂😂 #UFCVegas42,Darby,1
1210,Omg what just happened #UFCVegas42,Darby,1
1212,WHAT THE #UFCVegas42,Darby,1
1213,Whattt?????  #UFCVegas42,Darby,1
1214,Another Herb Dean certified classic #UFCVegas42,Darby,1
1215,Omg what is @danhardymma saying?! 😳🤦‍♀️ #ufcvegas42,Darby,1
1216,HERB DEEN IS WASHED UP LMAOOOOOOOO #UFCVegas42,Darby,1
1217,Jesus herb make up your mind #UFCVegas42,Darby,1
1218,Wtf Herb Dean. Wow. #UFCVegas42,Darby,1
1219,Jesusss. #UFCVegas42,Darby,1
1221,That was insanity #UFCVegas42,Darby,1
1223,De Lima MY GOD 👀 #UFCVegas42,Darby,1
1224,Damn fuckin money #UFCVegas42,Darby,1
1225,Yesss we cash +500 good stuff #UFCVegas42,Darby,1
1227,HOW THE FUCK DOES HERB HAVE A JOB!!!?? #UFCVegas42,Darby,1
1228,"Wowwwww, absolute rockets #UFCVegas42",Darby,1
1229,WTFFFFF DUDE #UFCVegas42,Darby,1
1231,Herb Dean yet again #UFCVegas42,Darby,1
1232,Herb... The fuck #UFCVegas42,Darby,1
1233,"Christ, Herb Dean... #UFCVegas42",Darby,1
1234,Ben Rothwell is a beast but every time I watch him all I can think about is that weird WWE type shit he done in the interview after a fight #UFCVegas42,Darby,1
1237,Damn. I have to watch this card back. What a card!  #UFCVegas42,Darby,1
1239,"Good stoppage, badly executed   #ufcvegas42",Darby,1
1240,Herb Dean almost had a stinker there #UFCVegas42,Darby,1
1241,Human punching bag wdf 😭 #UFCVegas42,Darby,1
1242,De Lima vs Rothwell will be a quick one #UFCVegas42,Darby,1
1243,I hope Big Ben proves me wrong. But I doubt it #UFCVegas42,Darby,1
1244,Idc man I like Ben Rothwell fights #UFCVegas42  https://t.co/wVWW0MGpMN,Darby,1
1245,Wowwww De Lima starched Big Ben #UFCVegas42,Darby,1
1247,Damn wobbled #ufcvegas42,Darby,1
1248,Ben Rothwell needs to knock this dude out then shout out Kyle Rittenhouse #UFCVegas42,Darby,1
1249,Holy shit that was WILD hahaha #UFCVegas42,Darby,1
1250,This heavyweight fight isn't going to round two 🥊 #UFCVegas42,Darby,1
1251,"Yo, bombs bout to drop! I got Lima tho #UFCVegas42  https://t.co/qACrFGqPnp",Darby,1
1252,Rothwell is going to catch a body rn #UFCVegas42,Darby,1
1253,That was .... weird #UFCVegas42,Darby,1
1254,follow my YouTube and twitch @yungreice  #ufc #ufcvegas42 Ben Rothwell vs Marcos Rogério de Lima  https://t.co/i2b2iZa5IL,Darby,1
1255,Big Ben gonna whoop ass #UFCVegas42,Darby,1
1256,If you think about it we’re only a matter of time before Max Holloway gets to 1000 strikes attempted in a fight #UFCVegas42,Darby,1
1257,#UFCVegas42 has already been crazy. And now two behemoths about to throw hands 🥊,Darby,1
1259,Big Ben time🔥👀 #UFCVegas42,Darby,1
1260,Co-main time! Big Ben Rothwell vs. Pezao. Rothwell has won 3 of his last 4. #UFCVegas42,Darby,1
1262,Heavyweights up next in the co main #UFCVegas42,Darby,1
1266,"The knockouts have been insane this full prelim and main card, hoping they keep the energy going with the big boys. Let’s go Ben Rothwell and De Lima #UFCVegas42",Darby,1
1267,Ben Rothwell by KO because that seems to be the theme of the night. #UFCVegas42  https://t.co/OiG7h2u1Ap,Darby,1
1268,Always exited when Ben Rothwell is on the card ! Let’s go #UFCVegas42,Darby,1
1269,Felicia Spencer punishes Leah Letson before ending fight with vicious ground and pound at #UFCVegas42  https://t.co/H7hYI6Vmx6  https://t.co/gijHXAw8V6,Darby,1
1270,Come on Ben Rothwell!! #UFCVegas42,Darby,1
1271,Herb Dean praying he doesn't trend for the heavyweight fight. #UFCVegas42  https://t.co/dmdBB7E3Kb,Darby,1
1272,Herb Dean MVP #UFCVegas42,Darby,1
1274,Ben Roth well!! #UFCVegas42,Darby,1
1275,"I just put 1k on Yair Rodriguez for 5,1k return. God, I just bet against max #UFCVegas42  https://t.co/oQJ3W7jEv2",Darby,1
1276,I have to physically prepare my body and mind for this @BlessedMMA fight.  #UFCVegas42,Darby,1
1277,🇺🇸@RothwellFighter is one scary dude.😨 #UFCVegas42  https://t.co/CWPguOBPKB,Darby,1
1278,Total domination! 😤   Felicia Spencer completely unrelenting from start to finish against Leah Letson 👊  Elbow enthusiast! 💪  #UFCVegas42  https://t.co/26ixOvqR0m,Darby,1
1279,Who ya got? Lima or Rothwell? #UFCVegas42,Darby,1
1280,I hope that scumbag cheater Rothwell gets taken out on a stretcher. Fuck that guy. #UFCVegas42,Darby,1
1281,Ben Rothwell's veteran status in the game is the reason his fight with Bigfoot Lima is the co-main event. #UFCVegas42,Darby,1
1282,ready to watch max holloway throw some ten punch combos #UFCVegas42,Darby,1
1283,Big boys about to rock the cage. I feel a savage KO coming up.  #UFCVegas42,Darby,1
1284,"#UFCVegas42 Ben Rothwell, greatest of all time is next.",Darby,1
1288,Big boys! 😅 #UFCVegas42,Darby,1
1289,it's time for the real Main Event #UFCVegas42,Darby,1
1290,40 years old vs 36 yo ... who loses retires ? #UFCVegas42,Darby,1
1291,If Spencer learned how to box she'd be a monster #UFCVegas42,Darby,1
1292,Brutal 90 seconds incoming... #UFCVegas42,Darby,1
1293,"Ben Rothwell, one of my favorite UFC heavyweights, is about to fight on ESPN+  Better turn this one fool!  #UFCVegas42",Darby,1
1294,"NASTY TKO, WHAT A DAY OF FINISHES HERE! 🔥  #UFCVegas42",Darby,1
1295,Rothwell corp bien ours  #UFCVegas42,Darby,1
0,I can’t believe the way #Auburn collapsed today. I really thought they might beat the Tide in Jordan-Hare in a few weeks. Maybe not! #SECNation,UFCVegas42,2
0,All packed for tomorrow. Watching #Iowa even up 17-13 and #BC +8 UP 28-24 The faithful could use a win #Purdue +20 in parlay down 45-17,Yair,3
1,Woke up at 5am for a morning shift on a Saturday so I could watch #Purdue today…  https://t.co/vluBfNlaIX,Yair,3
2,#Purdue spotted #OhioState a quick 21 points on turnovers and a 16 yard punt . . . they can come back if the coaches get them to relax and get it back together,Yair,3
3,"Lost in all of this massacre is that #Purdue scored 17pts in the first half! That’s actually good! Also turned the ball over twice, so… it could’ve been more!!!  https://t.co/3mqe0ra83x",Yair,3
4,@paulleedy @CoachOtisReso too much speed for #Purdue to handle.  Although #OSU pass rush needs improvement.  #osuvpurdue,Yair,3
5,I'm WAY more disappointed in #Purdue than I am impressed with OSU.....  OSU ain't looked like this ALL YEAR #B1G,Yair,3
6,62 point first half… I like that.💰💰  #OhioState #Purdue #Gobucks  https://t.co/ybcvc0VOFl,Yair,3
0,"You thought it was going to happen, didn't u #Vols fans? You ignored the No. 1 ranking, the history of the series, the 1st half leads in all of #Tennessee's games, &amp; even last season's collapse to #UGA. Nothing is certain but death, taxes, and Tennesseans' naivety. #UGAvsUT #VFL",Mason Rudolph,4
0,Gov. Kevin Stitt did the RIGHT THING: New command in the Oklahoma Guard results in rejection of COVID vaccine mandate #OK #Oklahoma #OKpoli #OklahomaDigest  https://t.co/Hl3Y2dvPzl,Manny,7
1,Tulsa Woman Shares Her Story Of Helping Federal Agents Catch A Child Predator #OK #Oklahoma #OKpoli #OklahomaDigest  https://t.co/sQcuTnowyL,Manny,7
2,It was a beautiful day for a round of golf!   #tulsa #oklahoma #golf  https://t.co/aRhCUTVGot,Manny,7
3,"They lost, but it was still fun!! #saturday #football #collegefootball #oklahomasooners #oklahoma #waco #baylorbears #fun  https://t.co/eg0JWm9KUh",Manny,7
